data_set,nof_rows,nof_col,nof_num_features,nof_cat_features,nof_pos,pos_ratio,use_case,origin,LENC_nof_bin_cols,LENC-XGB_runtime,LENC-XGB_acc,LENC-XGB_adj_bal_acc,LENC-XGB_recall,LENC-XGB_precision,LENC-XGB_f2,LENC-XGB_f,LENC-CART:4_runtime,LENC-CART:4_acc,LENC-CART:4_adj_bal_acc,LENC-CART:4_recall,LENC-CART:4_precision,LENC-CART:4_f2,LENC-CART:4_f,LENC-CART:4_nof_rules,LENC-CART:4_sum_preds,LENC-CART:4_max_preds,LENC-CART:4_avg_preds,LENC-CART:6_runtime,LENC-CART:6_acc,LENC-CART:6_adj_bal_acc,LENC-CART:6_recall,LENC-CART:6_precision,LENC-CART:6_f2,LENC-CART:6_f,LENC-CART:6_nof_rules,LENC-CART:6_sum_preds,LENC-CART:6_max_preds,LENC-CART:6_avg_preds,LENC-CART:*_runtime,LENC-CART:*_acc,LENC-CART:*_adj_bal_acc,LENC-CART:*_recall,LENC-CART:*_precision,LENC-CART:*_f2,LENC-CART:*_f,LENC-CART:*_nof_rules,LENC-CART:*_sum_preds,LENC-CART:*_max_preds,LENC-CART:*_avg_preds,TREES_nof_bin_cols,TREES-BRCG_runtime,TREES-BRCG_acc,TREES-BRCG_adj_bal_acc,TREES-BRCG_recall,TREES-BRCG_precision,TREES-BRCG_f2,TREES-BRCG_f,TREES-BRCG_nof_rules,TREES-BRCG_sum_preds,TREES-BRCG_max_preds,TREES-BRCG_avg_preds,NATIVE_nof_bin_cols,NATIVE-RIPPER_runtime,NATIVE-RIPPER_acc,NATIVE-RIPPER_adj_bal_acc,NATIVE-RIPPER_recall,NATIVE-RIPPER_precision,NATIVE-RIPPER_f2,NATIVE-RIPPER_f,NATIVE-RIPPER_nof_rules,NATIVE-RIPPER_sum_preds,NATIVE-RIPPER_max_preds,NATIVE-RIPPER_avg_preds,NATIVE-RIPPER2_runtime,NATIVE-RIPPER2_acc,NATIVE-RIPPER2_adj_bal_acc,NATIVE-RIPPER2_recall,NATIVE-RIPPER2_precision,NATIVE-RIPPER2_f2,NATIVE-RIPPER2_f,NATIVE-RIPPER2_nof_rules,NATIVE-RIPPER2_sum_preds,NATIVE-RIPPER2_max_preds,NATIVE-RIPPER2_avg_preds,NATIVE-RIPPER3_runtime,NATIVE-RIPPER3_acc,NATIVE-RIPPER3_adj_bal_acc,NATIVE-RIPPER3_recall,NATIVE-RIPPER3_precision,NATIVE-RIPPER3_f2,NATIVE-RIPPER3_f,NATIVE-RIPPER3_nof_rules,NATIVE-RIPPER3_sum_preds,NATIVE-RIPPER3_max_preds,NATIVE-RIPPER3_avg_preds,TREES-CORELS_runtime,TREES-CORELS_acc,TREES-CORELS_adj_bal_acc,TREES-CORELS_recall,TREES-CORELS_precision,TREES-CORELS_f2,TREES-CORELS_f,TREES-CORELS_nof_rules,TREES-CORELS_sum_preds,TREES-CORELS_max_preds,TREES-CORELS_avg_preds,TREES-BRCG2_runtime,TREES-BRCG2_acc,TREES-BRCG2_adj_bal_acc,TREES-BRCG2_recall,TREES-BRCG2_precision,TREES-BRCG2_f2,TREES-BRCG2_f,TREES-BRCG2_nof_rules,TREES-BRCG2_sum_preds,TREES-BRCG2_max_preds,TREES-BRCG2_avg_preds,TREES2_nof_bin_cols,TREES2-BRCG2_runtime,TREES2-BRCG2_acc,TREES2-BRCG2_adj_bal_acc,TREES2-BRCG2_recall,TREES2-BRCG2_precision,TREES2-BRCG2_f2,TREES2-BRCG2_f,TREES2-BRCG2_nof_rules,TREES2-BRCG2_sum_preds,TREES2-BRCG2_max_preds,TREES2-BRCG2_avg_preds,TREES2-BRCG_runtime,TREES2-BRCG_acc,TREES2-BRCG_adj_bal_acc,TREES2-BRCG_recall,TREES2-BRCG_precision,TREES2-BRCG_f2,TREES2-BRCG_f,TREES2-BRCG_nof_rules,TREES2-BRCG_sum_preds,TREES2-BRCG_max_preds,TREES2-BRCG_avg_preds,QUANTILE_nof_bin_cols,QUANTILE-BRCG_runtime,QUANTILE-BRCG_acc,QUANTILE-BRCG_adj_bal_acc,QUANTILE-BRCG_recall,QUANTILE-BRCG_precision,QUANTILE-BRCG_f2,QUANTILE-BRCG_f,QUANTILE-BRCG_nof_rules,QUANTILE-BRCG_sum_preds,QUANTILE-BRCG_max_preds,QUANTILE-BRCG_avg_preds,NATIVE-R2N_runtime,NATIVE-R2N_acc,NATIVE-R2N_adj_bal_acc,NATIVE-R2N_recall,NATIVE-R2N_precision,NATIVE-R2N_f2,NATIVE-R2N_f,NATIVE-R2N_nof_rules,NATIVE-R2N_sum_preds,NATIVE-R2N_max_preds,NATIVE-R2N_avg_preds,QUANTILE-BRCG2_runtime,QUANTILE-BRCG2_acc,QUANTILE-BRCG2_adj_bal_acc,QUANTILE-BRCG2_recall,QUANTILE-BRCG2_precision,QUANTILE-BRCG2_f2,QUANTILE-BRCG2_f,QUANTILE-BRCG2_nof_rules,QUANTILE-BRCG2_sum_preds,QUANTILE-BRCG2_max_preds,QUANTILE-BRCG2_avg_preds,QUANTILE-RIPPER_runtime,QUANTILE-RIPPER_acc,QUANTILE-RIPPER_adj_bal_acc,QUANTILE-RIPPER_recall,QUANTILE-RIPPER_precision,QUANTILE-RIPPER_f2,QUANTILE-RIPPER_f,QUANTILE-RIPPER_nof_rules,QUANTILE-RIPPER_sum_preds,QUANTILE-RIPPER_max_preds,QUANTILE-RIPPER_avg_preds,QUANTILE-CORELS_runtime,QUANTILE-CORELS_acc,QUANTILE-CORELS_adj_bal_acc,QUANTILE-CORELS_recall,QUANTILE-CORELS_precision,QUANTILE-CORELS_f2,QUANTILE-CORELS_f,QUANTILE-CORELS_nof_rules,QUANTILE-CORELS_sum_preds,QUANTILE-CORELS_max_preds,QUANTILE-CORELS_avg_preds,TREES-CORELS2_runtime,TREES-CORELS2_acc,TREES-CORELS2_adj_bal_acc,TREES-CORELS2_recall,TREES-CORELS2_precision,TREES-CORELS2_f2,TREES-CORELS2_f,TREES-CORELS2_nof_rules,TREES-CORELS2_sum_preds,TREES-CORELS2_max_preds,TREES-CORELS2_avg_preds,TREES2-CORELS2_runtime,TREES2-CORELS2_acc,TREES2-CORELS2_adj_bal_acc,TREES2-CORELS2_recall,TREES2-CORELS2_precision,TREES2-CORELS2_f2,TREES2-CORELS2_f,TREES2-CORELS2_nof_rules,TREES2-CORELS2_sum_preds,TREES2-CORELS2_max_preds,TREES2-CORELS2_avg_preds,TREES-RIPPER_runtime,TREES-RIPPER_acc,TREES-RIPPER_adj_bal_acc,TREES-RIPPER_recall,TREES-RIPPER_precision,TREES-RIPPER_f2,TREES-RIPPER_f,TREES-RIPPER_nof_rules,TREES-RIPPER_sum_preds,TREES-RIPPER_max_preds,TREES-RIPPER_avg_preds,QUANTILE-RIPPERexception,LENC-CART:*exception,TREES-BRCG2exception,TREES-BRCGexception,TREES2-BRCGexception
synth_noise_2,50000,4,3,0,25121,0.5024,other,synthetic,3.0,0.72,0.8,0.59,0.8,0.79,0.8,0.8,0.05,0.8,0.6,0.8,0.79,0.8,0.8,7.0,27.0,4.0,3.86,0.06,0.8,0.59,0.8,0.79,0.8,0.8,21.0,116.0,6.0,5.52,0.24,0.67,0.35,0.68,0.67,0.68,0.68,4003.0,135600.0,79.0,33.87,26.0,1.17,0.8,0.6,0.8,0.79,0.8,0.8,1.0,1.0,1.0,1.0,3.0,3.85,0.8,0.6,0.8,0.79,0.8,0.8,6.0,14.0,4.0,2.33,3.79,0.8,0.6,0.8,0.79,0.8,0.8,6.0,14.0,4.0,2.33,3.76,0.8,0.6,0.8,0.79,0.8,0.8,6.0,14.0,4.0,2.33,0.28,0.8,0.6,0.8,0.79,0.8,0.8,1.0,1.0,1.0,1.0,5.29,0.8,0.6,0.8,0.79,0.8,0.8,1.0,1.0,1.0,1.0,46.0,8.14,0.8,0.6,0.8,0.79,0.8,0.8,1.0,1.0,1.0,1.0,1.84,0.8,0.6,0.8,0.79,0.8,0.8,1.0,1.0,1.0,1.0,54.0,0.98,0.8,0.59,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,212.16,0.8,0.59,0.79,0.8,0.79,0.79,1.0,1.0,1.0,1.0,14.93,0.8,0.59,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,0.79,0.8,0.59,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.03,0.8,0.6,0.8,0.79,0.8,0.8,1.0,1.0,1.0,1.0,11.52,0.8,0.6,0.8,0.79,0.8,0.8,1.0,1.0,1.0,1.0,0.18,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_noise_3,50000,4,3,0,24819,0.4964,other,synthetic,3.0,0.71,0.69,0.39,0.69,0.69,0.69,0.69,0.04,0.7,0.4,0.7,0.7,0.7,0.7,7.0,26.0,4.0,3.71,0.06,0.7,0.4,0.7,0.7,0.7,0.7,16.0,88.0,6.0,5.5,0.23,0.58,0.16,0.57,0.57,0.57,0.57,4869.0,157580.0,69.0,32.36,22.0,3.66,0.7,0.4,0.7,0.7,0.7,0.7,1.0,1.0,1.0,1.0,3.0,14.28,0.7,0.4,0.7,0.69,0.7,0.7,21.0,66.0,5.0,3.14,14.52,0.7,0.4,0.7,0.69,0.7,0.7,21.0,66.0,5.0,3.14,14.55,0.7,0.4,0.7,0.69,0.7,0.7,21.0,66.0,5.0,3.14,0.25,0.7,0.4,0.7,0.7,0.7,0.7,1.0,2.0,2.0,2.0,7.78,0.7,0.4,0.7,0.7,0.7,0.7,1.0,2.0,2.0,2.0,34.0,13.15,0.7,0.4,0.7,0.7,0.7,0.7,1.0,2.0,2.0,2.0,4.92,0.7,0.4,0.7,0.7,0.7,0.7,1.0,1.0,1.0,1.0,54.0,3.17,0.7,0.4,0.7,0.7,0.7,0.7,1.0,1.0,1.0,1.0,208.42,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,0.7,0.4,0.7,0.7,0.7,0.7,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,0.79,0.7,0.4,0.7,0.7,0.7,0.7,1.0,1.0,1.0,1.0,0.79,0.7,0.4,0.7,0.7,0.7,0.7,3.0,6.0,2.0,2.0,3.9,0.7,0.4,0.7,0.7,0.7,0.7,3.0,6.0,2.0,2.0,0.36,0.7,0.4,0.7,0.7,0.7,0.7,2.0,4.0,2.0,2.0,training,,,,
synth_noise_325,50000,4,3,0,24879,0.4976,other,synthetic,3.0,0.71,0.68,0.35,0.67,0.68,0.67,0.67,0.04,0.68,0.36,0.68,0.68,0.68,0.68,6.0,24.0,4.0,4.0,0.06,0.68,0.36,0.68,0.68,0.68,0.68,21.0,124.0,6.0,5.9,0.25,0.56,0.12,0.56,0.56,0.56,0.56,5011.0,178393.0,71.0,35.6,28.0,4.29,0.68,0.36,0.68,0.68,0.68,0.68,1.0,1.0,1.0,1.0,3.0,2.35,0.68,0.36,0.68,0.68,0.68,0.68,2.0,5.0,4.0,2.5,2.27,0.68,0.36,0.68,0.68,0.68,0.68,2.0,5.0,4.0,2.5,2.3,0.68,0.36,0.68,0.68,0.68,0.68,2.0,5.0,4.0,2.5,0.31,0.68,0.36,0.68,0.68,0.68,0.68,1.0,2.0,2.0,2.0,8.25,0.68,0.36,0.68,0.68,0.68,0.68,1.0,2.0,2.0,2.0,54.0,22.12,0.68,0.36,0.68,0.68,0.68,0.68,1.0,2.0,2.0,2.0,6.24,0.68,0.36,0.68,0.68,0.68,0.68,1.0,1.0,1.0,1.0,54.0,1.18,0.68,0.36,0.68,0.68,0.68,0.68,1.0,1.0,1.0,1.0,207.17,0.68,0.36,0.68,0.68,0.68,0.68,1.0,1.0,1.0,1.0,9.61,0.68,0.36,0.68,0.68,0.68,0.68,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,0.78,0.68,0.36,0.68,0.68,0.68,0.68,1.0,1.0,1.0,1.0,1.91,0.68,0.36,0.68,0.68,0.68,0.68,1.0,2.0,2.0,2.0,31.48,0.68,0.36,0.68,0.68,0.68,0.68,1.0,2.0,2.0,2.0,0.19,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_noise_350,50000,4,3,0,24910,0.4982,other,synthetic,3.0,0.7,0.64,0.29,0.64,0.64,0.64,0.64,0.04,0.65,0.3,0.66,0.64,0.66,0.65,7.0,28.0,4.0,4.0,0.06,0.65,0.3,0.66,0.64,0.66,0.65,23.0,131.0,6.0,5.7,0.22,0.55,0.1,0.54,0.55,0.54,0.54,5204.0,169798.0,66.0,32.63,30.0,4.26,0.65,0.3,0.66,0.65,0.66,0.65,1.0,1.0,1.0,1.0,3.0,11.03,0.65,0.3,0.66,0.64,0.66,0.65,16.0,51.0,5.0,3.19,11.32,0.65,0.3,0.66,0.64,0.66,0.65,16.0,51.0,5.0,3.19,11.48,0.65,0.3,0.66,0.64,0.66,0.65,16.0,51.0,5.0,3.19,0.36,0.65,0.3,0.66,0.64,0.66,0.65,2.0,4.0,2.0,2.0,8.22,0.65,0.3,0.66,0.65,0.66,0.65,1.0,1.0,1.0,1.0,60.0,8.57,0.65,0.3,0.66,0.65,0.66,0.65,1.0,1.0,1.0,1.0,6.38,0.65,0.3,0.66,0.65,0.66,0.65,1.0,1.0,1.0,1.0,54.0,1.29,0.65,0.3,0.65,0.65,0.65,0.65,1.0,1.0,1.0,1.0,206.84,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.65,0.3,0.65,0.65,0.65,0.65,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,0.78,0.65,0.3,0.65,0.65,0.65,0.65,1.0,1.0,1.0,1.0,2.49,0.65,0.3,0.66,0.64,0.66,0.65,2.0,4.0,2.0,2.0,42.09,0.65,0.3,0.66,0.64,0.66,0.65,2.0,4.0,2.0,2.0,0.2,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_noise_375,50000,4,3,0,25076,0.5015,other,synthetic,3.0,0.72,0.61,0.23,0.62,0.62,0.62,0.62,0.04,0.63,0.25,0.63,0.63,0.63,0.63,7.0,28.0,4.0,4.0,0.06,0.63,0.25,0.62,0.63,0.62,0.63,24.0,140.0,6.0,5.83,0.24,0.53,0.06,0.53,0.54,0.53,0.53,5284.0,180335.0,70.0,34.13,28.0,3.25,0.63,0.26,0.63,0.63,0.63,0.63,1.0,1.0,1.0,1.0,3.0,0.76,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32,0.63,0.25,0.63,0.63,0.63,0.63,14.0,41.0,5.0,2.93,11.07,0.63,0.25,0.63,0.63,0.63,0.63,14.0,41.0,5.0,2.93,0.33,0.63,0.26,0.63,0.63,0.63,0.63,1.0,1.0,1.0,1.0,7.96,0.63,0.26,0.63,0.63,0.63,0.63,1.0,1.0,1.0,1.0,52.0,9.54,0.63,0.26,0.63,0.63,0.63,0.63,1.0,1.0,1.0,1.0,7.44,0.63,0.26,0.63,0.63,0.63,0.63,1.0,1.0,1.0,1.0,54.0,2.47,0.63,0.25,0.63,0.63,0.63,0.63,1.0,1.0,1.0,1.0,209.19,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.63,0.25,0.63,0.63,0.63,0.63,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,0.77,0.63,0.25,0.63,0.63,0.63,0.63,1.0,1.0,1.0,1.0,107.73,0.63,0.26,0.63,0.63,0.63,0.63,1.0,1.0,1.0,1.0,24.26,0.63,0.26,0.63,0.63,0.63,0.63,1.0,2.0,2.0,2.0,0.19,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_noise_400,50000,4,3,0,24648,0.493,other,synthetic,3.0,0.7,0.58,0.16,0.57,0.58,0.57,0.58,0.04,0.6,0.2,0.61,0.59,0.61,0.6,9.0,36.0,4.0,4.0,0.06,0.6,0.2,0.61,0.59,0.6,0.6,21.0,121.0,6.0,5.76,0.27,0.52,0.03,0.51,0.51,0.51,0.51,5395.0,210083.0,88.0,38.94,30.0,5.51,0.6,0.2,0.61,0.6,0.61,0.6,1.0,1.0,1.0,1.0,3.0,2.32,0.6,0.2,0.61,0.6,0.61,0.6,1.0,1.0,1.0,1.0,3.85,0.5,0.0,1.0,0.5,0.83,0.66,19.0,42.0,5.0,2.21,3.92,0.5,0.0,1.0,0.5,0.83,0.66,19.0,42.0,5.0,2.21,0.35,0.6,0.2,0.61,0.6,0.61,0.6,1.0,1.0,1.0,1.0,7.17,0.6,0.2,0.61,0.6,0.61,0.6,1.0,1.0,1.0,1.0,58.0,7.64,0.6,0.2,0.61,0.6,0.61,0.6,1.0,1.0,1.0,1.0,6.27,0.6,0.2,0.61,0.6,0.61,0.6,1.0,1.0,1.0,1.0,54.0,2.37,0.6,0.2,0.61,0.59,0.61,0.6,1.0,1.0,1.0,1.0,206.24,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.6,0.2,0.61,0.59,0.61,0.6,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,5.83,0.6,0.2,0.61,0.59,0.61,0.6,1.0,1.0,1.0,1.0,2.53,0.6,0.2,0.61,0.6,0.61,0.6,1.0,1.0,1.0,1.0,39.78,0.6,0.2,0.61,0.6,0.61,0.6,1.0,1.0,1.0,1.0,0.2,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_noise_425,50000,4,3,0,25041,0.5008,other,synthetic,3.0,0.71,0.56,0.12,0.56,0.55,0.56,0.56,0.04,0.57,0.15,0.57,0.57,0.57,0.57,10.0,40.0,4.0,4.0,0.06,0.57,0.15,0.58,0.57,0.58,0.57,21.0,115.0,6.0,5.48,0.25,0.51,0.01,0.5,0.5,0.5,0.5,5439.0,194036.0,90.0,35.67,30.0,4.39,0.57,0.15,0.57,0.57,0.57,0.57,1.0,1.0,1.0,1.0,3.0,4.92,0.57,0.14,0.58,0.57,0.58,0.57,5.0,13.0,4.0,2.6,5.08,0.5,0.0,1.0,0.5,0.83,0.66,25.0,56.0,5.0,2.24,5.12,0.5,0.0,1.0,0.5,0.83,0.66,25.0,56.0,5.0,2.24,0.34,0.57,0.15,0.57,0.57,0.57,0.57,2.0,4.0,2.0,2.0,4.96,0.57,0.15,0.57,0.57,0.57,0.57,1.0,1.0,1.0,1.0,56.0,8.26,0.57,0.15,0.57,0.57,0.57,0.57,1.0,1.0,1.0,1.0,6.54,0.57,0.15,0.57,0.57,0.57,0.57,1.0,1.0,1.0,1.0,54.0,1.49,0.57,0.15,0.57,0.57,0.57,0.57,1.0,1.0,1.0,1.0,207.13,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.57,0.15,0.57,0.57,0.57,0.57,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,77.84,0.57,0.15,0.57,0.57,0.57,0.57,1.0,1.0,1.0,1.0,2.17,0.57,0.15,0.57,0.57,0.57,0.57,2.0,4.0,2.0,2.0,30.51,0.57,0.15,0.57,0.57,0.57,0.57,2.0,4.0,2.0,2.0,0.2,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_noise_450,50000,4,3,0,25030,0.5006,other,synthetic,3.0,0.71,0.53,0.06,0.53,0.53,0.53,0.53,0.04,0.55,0.09,0.58,0.54,0.57,0.56,8.0,30.0,4.0,3.75,0.06,0.55,0.09,0.57,0.54,0.57,0.56,21.0,119.0,6.0,5.67,0.23,0.5,0.0,0.5,0.5,0.5,0.5,5514.0,186447.0,80.0,33.81,24.0,3.84,0.55,0.1,0.54,0.55,0.54,0.55,1.0,1.0,1.0,1.0,3.0,4.13,0.55,0.09,0.56,0.54,0.55,0.55,5.0,11.0,4.0,2.2,4.09,0.55,0.09,0.56,0.54,0.55,0.55,5.0,11.0,4.0,2.2,5.27,0.5,0.0,1.0,0.5,0.83,0.67,31.0,59.0,4.0,1.9,0.26,0.55,0.09,0.55,0.55,0.55,0.55,2.0,4.0,2.0,2.0,5.7,0.55,0.09,0.55,0.55,0.55,0.55,2.0,5.0,4.0,2.5,48.0,7.41,0.55,0.1,0.54,0.55,0.54,0.55,1.0,2.0,2.0,2.0,5.67,0.55,0.1,0.54,0.55,0.54,0.55,1.0,1.0,1.0,1.0,54.0,3.44,0.55,0.1,0.54,0.55,0.54,0.54,1.0,1.0,1.0,1.0,206.12,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.55,0.1,0.54,0.55,0.54,0.54,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,0.88,0.55,0.1,0.54,0.55,0.54,0.54,1.0,1.0,1.0,1.0,179.8,0.55,0.09,0.54,0.55,0.54,0.54,1.0,3.0,3.0,3.0,11.46,0.55,0.09,0.54,0.55,0.54,0.54,1.0,3.0,3.0,3.0,0.17,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_noise_475,50000,4,3,0,24970,0.4994,other,synthetic,3.0,0.74,0.52,0.03,0.53,0.51,0.52,0.52,0.04,0.53,0.05,0.53,0.52,0.53,0.53,9.0,36.0,4.0,4.0,0.05,0.53,0.05,0.54,0.52,0.54,0.53,32.0,188.0,6.0,5.88,0.23,0.51,0.01,0.5,0.5,0.5,0.5,5560.0,179244.0,73.0,32.24,30.0,5.09,0.53,0.06,0.53,0.53,0.53,0.53,1.0,1.0,1.0,1.0,3.0,2.51,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16,0.5,0.0,1.0,0.5,0.83,0.66,28.0,71.0,6.0,2.54,6.07,0.5,0.0,1.0,0.5,0.83,0.66,28.0,71.0,6.0,2.54,0.38,0.53,0.05,0.53,0.52,0.53,0.53,2.0,4.0,2.0,2.0,7.79,0.53,0.05,0.52,0.53,0.52,0.52,2.0,5.0,3.0,2.5,58.0,12.13,0.53,0.06,0.53,0.53,0.53,0.53,1.0,2.0,2.0,2.0,7.29,0.53,0.06,0.53,0.53,0.53,0.53,1.0,1.0,1.0,1.0,54.0,2.4,0.53,0.05,0.53,0.52,0.53,0.53,1.0,1.0,1.0,1.0,220.17,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.53,0.05,0.53,0.52,0.53,0.53,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,0.88,0.53,0.05,0.53,0.52,0.53,0.53,1.0,1.0,1.0,1.0,2.85,0.53,0.05,0.53,0.52,0.53,0.53,2.0,4.0,2.0,2.0,44.31,0.53,0.05,0.53,0.52,0.53,0.53,2.0,4.0,2.0,2.0,0.22,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_noise_500,50000,4,3,0,24884,0.4977,other,synthetic,3.0,0.79,0.5,-0.01,0.46,0.5,0.47,0.48,0.04,0.5,0.0,0.14,0.51,0.17,0.22,8.0,32.0,4.0,4.0,0.06,0.5,0.0,0.12,0.5,0.14,0.19,20.0,113.0,6.0,5.65,0.36,0.5,0.0,0.5,0.5,0.5,0.5,5501.0,258178.0,104.0,46.93,28.0,4.65,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.94,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.5,0.0,1.0,0.5,0.83,0.67,32.0,84.0,5.0,2.62,5.61,0.5,0.0,1.0,0.5,0.83,0.67,32.0,84.0,5.0,2.62,0.29,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99,0.5,0.0,0.01,0.51,0.01,0.02,2.0,3.0,2.0,1.5,50.0,8.46,0.5,0.01,0.23,0.51,0.26,0.32,2.0,4.0,3.0,2.0,6.65,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.53,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,218.44,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.51,0.01,0.39,0.51,0.41,0.44,2.0,7.0,5.0,3.5,-1.0,,,,,,,,,,,0.92,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.5,0.0,0.12,0.5,0.14,0.19,1.0,2.0,2.0,2.0,18.35,0.5,0.0,0.12,0.5,0.14,0.19,1.0,3.0,3.0,3.0,0.19,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,training,,,,
synth_disj_1,100000,4,3,0,50105,0.501,other,synthetic,3.0,0.28,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,1.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,415.17,0.99,0.99,1.0,0.99,1.0,0.99,3.0,3.0,1.0,1.0,2.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.36,1.0,0.99,1.0,0.99,1.0,1.0,3.0,12.0,6.0,4.0,1.77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
